id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-428122,2024-02-26,000001,Vente,285700,6,,RUE D ALSACE,0070,78100,78551,Saint-Germain-en-Laye,78,,,78551000AD0051,,,17,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,10,0,,,,,,2.091837,48.901376
2024-428122,2024-02-26,000001,Vente,285700,6,,RUE D ALSACE,0070,78100,78551,Saint-Germain-en-Laye,78,,,78551000AD0051,,,17,,26,,,,,,,,2,2,Appartement,30,1,,,,,,2.091837,48.901376
2024-428122,2024-02-26,000001,Vente,285700,6,,RUE D ALSACE,0070,78100,78551,Saint-Germain-en-Laye,78,,,78551000AD0051,,,17,,26,,,,,,,,2,3,Dépendance,,0,,,,,,2.091837,48.901376
2024-428123,2024-02-16,000001,Vente,162000,19,,CHE DE LA CHAPELLE,0180,78114,78356,Magny-les-Hameaux,78,,,78356000AS0054,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.085054,48.72283
2024-428123,2024-02-16,000001,Vente,162000,19,,CHE DE LA CHAPELLE,0180,78114,78356,Magny-les-Hameaux,78,,,78356000AS0054,,,25,45.72,,,,,,,,,1,2,Appartement,45,2,,,,,,2.085054,48.72283
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,2,Appartement,45,3,S,sols,,,500,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,2,Appartement,45,2,S,sols,,,500,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,1810,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,1810,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,1810,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,2,Appartement,45,3,J,jardins,POTAG,Jardin potager,1810,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,2,Appartement,45,2,J,jardins,POTAG,Jardin potager,1810,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,500,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,500,2.07477,48.707481
2024-428124,2024-02-12,000001,Vente,530000,7,,RUE DE VERSAILLES,0700,78470,78575,Saint-Rémy-lès-Chevreuse,78,,,78575000AK0059,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,500,2.07477,48.707481
2024-428125,2024-02-08,000001,Vente,1200000,12,,ALL DE LA GENETRIERE,0058,78620,78224,L'Étang-la-Ville,78,,,78224000AD0097,,,,,,,,,,,,,0,1,Maison,231,8,S,sols,,,500,2.077812,48.863077
2024-428125,2024-02-08,000001,Vente,1200000,12,,ALL DE LA GENETRIERE,0058,78620,78224,L'Étang-la-Ville,78,,,78224000AD0097,,,,,,,,,,,,,0,1,Maison,231,8,AG,terrains d'agrément,,,591,2.077812,48.863077
2024-428126,2024-01-26,000001,Vente,675000,16,B,RUE CHAMP LAGARDE,0490,78000,78646,Versailles,78,,,78646000BO0066,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.1434,48.800438
2024-428126,2024-01-26,000001,Vente,675000,16,B,RUE CHAMP LAGARDE,0490,78000,78646,Versailles,78,,,78646000BO0066,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.1434,48.800438
2024-428126,2024-01-26,000001,Vente,675000,16,B,RUE CHAMP LAGARDE,0490,78000,78646,Versailles,78,,,78646000BO0066,,,2,74.71,,,,,,,,,1,2,Appartement,75,3,,,,,,2.1434,48.800438
2024-428127,2024-02-22,000001,Vente,387803,4,,PL MICHEL ANGE,1274,78400,78146,Chatou,78,,,78146000AB1263,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.163427,48.90414
2024-428127,2024-02-22,000001,Vente,387803,4,,PL MICHEL ANGE,1274,78400,78146,Chatou,78,,,78146000AB1263,,,29,,84,81.26,,,,,,,2,3,Dépendance,,0,,,,,,2.163427,48.90414
2024-428127,2024-02-22,000001,Vente,387803,4,,PL MICHEL ANGE,1274,78400,78146,Chatou,78,,,78146000AB1263,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.163427,48.90414
2024-428127,2024-02-22,000001,Vente,387803,4,,PL MICHEL ANGE,1274,78400,78146,Chatou,78,,,78146000AB1263,,,29,,84,81.26,,,,,,,2,2,Appartement,81,4,,,,,,2.163427,48.90414
2024-428128,2024-02-26,000001,Vente,263150,5,,RUE D ALSACE,0012,78310,78383,Maurepas,78,,,78383000AB0011,,,206,,216,,,,,,,,2,3,Dépendance,,0,,,,,,1.938719,48.773834
2024-428128,2024-02-26,000001,Vente,263150,5,,RUE D ALSACE,0012,78310,78383,Maurepas,78,,,78383000AB0011,,,206,,216,,,,,,,,2,3,Dépendance,,0,,,,,,1.938719,48.773834
2024-428128,2024-02-26,000001,Vente,263150,5,,RUE D ALSACE,0012,78310,78383,Maurepas,78,,,78383000AB0011,,,223,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.938719,48.773834
2024-428128,2024-02-26,000001,Vente,263150,5,,RUE D ALSACE,0012,78310,78383,Maurepas,78,,,78383000AB0011,,,206,,216,,,,,,,,2,2,Appartement,96,5,,,,,,1.938719,48.773834
2024-428129,2024-02-23,000001,Vente,107000,6,,AV PDT JOHN KENNEDY,0920,78230,78481,Le Pecq,78,,,78481000AL0048,,,20,,8,,,,,,,,2,2,Appartement,27,2,,,,,,2.101485,48.886576
2024-428129,2024-02-23,000001,Vente,107000,6,,AV PDT JOHN KENNEDY,0920,78230,78481,Le Pecq,78,,,78481000AL0048,,,20,,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.101485,48.886576
2024-428130,2024-02-23,000001,Vente,283600,,,LES PATURES,B039,78910,78163,Civry-la-Forêt,78,,,78163000ZH0037,,,,,,,,,,,,,0,,,,,S,sols,,,86,1.605012,48.8611
2024-428130,2024-02-23,000001,Vente,283600,157,,RUE DE BONNEVILLE,0017,78910,78163,Civry-la-Forêt,78,,,78163000ZH0039,,,,,,,,,,,,,0,1,Maison,75,2,S,sols,,,500,1.605392,48.860886
2024-428130,2024-02-23,000001,Vente,283600,157,,RUE DE BONNEVILLE,0017,78910,78163,Civry-la-Forêt,78,,,78163000ZH0039,,,,,,,,,,,,,0,1,Maison,75,2,AG,terrains d'agrément,PARC,Parc,1116,1.605392,48.860886
2024-428131,2024-02-16,000001,Vente,512375,5576,,RUE DU VIEUX MOULIN,0705,78640,78442,Neauphle-le-Château,78,,,78442000AH0133,,,,,,,,,,,,,0,1,Maison,165,5,AG,terrains d'agrément,PARC,Parc,594,1.902506,48.812347
2024-428131,2024-02-16,000001,Vente,512375,5576,,RUE DU VIEUX MOULIN,0705,78640,78442,Neauphle-le-Château,78,,,78442000AH0133,,,,,,,,,,,,,0,1,Maison,165,5,S,sols,,,500,1.902506,48.812347
2024-428132,2024-02-22,000001,Vente,428100,25,,RUE DE LA VALLEE,0640,78640,78683,Villiers-Saint-Frédéric,78,,,78683000AL0044,,,,,,,,,,,,,0,1,Maison,121,6,S,sols,,,506,1.88902,48.820982
2024-428133,2024-02-05,000001,Vente,85000,2,,RUE RENE MOREAU,0702,78130,78440,Les Mureaux,78,,,78440000AW0294,,,9,,,,,,,,,,1,2,Appartement,50,2,,,,,,1.908679,48.983806
2024-428133,2024-02-05,000001,Vente,85000,1,,RUE RENE MOREAU,0702,78130,78440,Les Mureaux,78,,,78440000AW0296,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.908751,48.984131
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,52,2,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,51,3,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,52,2,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,51,3,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,48,3,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,51,3,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,52,2,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,1,Maison,39,2,S,sols,,,542,2.152435,48.896104
2024-428134,2024-02-20,000001,Vente,1465900,65,,BD DE LA REPUBLIQUE,1530,78400,78146,Chatou,78,,,78146000AK0005,,,,,,,,,,,,,0,2,Appartement,51,2,S,sols,,,542,2.152435,48.896104
2024-428135,2024-02-20,000001,Vente,60000,8,,RUE DES MAZURES,2200,78500,78586,Sartrouville,78,,,78586000AX0385,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.165049,48.942541
2024-428135,2024-02-20,000001,Vente,60000,8,,RUE DES MAZURES,2200,78500,78586,Sartrouville,78,,,78586000AX0385,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.165049,48.942541
2024-428136,2024-01-31,000001,Vente,13500,2,,PL DU GEN DE GAULLE,0790,78400,78146,Chatou,78,,,78146000AI0717,,,571,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.158572,48.889847
2024-428137,2024-02-12,000001,Vente,291800,52,,DOM DU BEL EBAT,A003,78170,78126,La Celle-Saint-Cloud,78,,,78126000AL0507,,,110,,,,,,,,,,1,2,Appartement,78,5,,,,,,2.133572,48.842161
2024-428137,2024-02-12,000001,Vente,291800,52,,DOM DU BEL EBAT,A003,78170,78126,La Celle-Saint-Cloud,78,,,78126000AL0507,,,112,71.36,,,,,,,,,1,3,Dépendance,,0,,,,,,2.133572,48.842161
2024-428137,2024-02-12,000001,Vente,291800,52,,DOM DU BEL EBAT,A003,78170,78126,La Celle-Saint-Cloud,78,,,78126000AL0507,,,112,71.36,,,,,,,,,1,2,Appartement,68,4,,,,,,2.133572,48.842161
2024-428137,2024-02-12,000001,Vente,291800,52,,DOM DU BEL EBAT,A003,78170,78126,La Celle-Saint-Cloud,78,,,78126000AL0507,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.133572,48.842161
2024-428137,2024-02-12,000001,Vente,291800,52,,DOM DU BEL EBAT,A003,78170,78126,La Celle-Saint-Cloud,78,,,78126000AL0507,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.133572,48.842161
2024-428138,2024-02-02,000001,Vente en l'état futur d'achèvement,5000,,,LA PIECE DE MONTIGNY,B018,78960,78688,Voisins-le-Bretonneux,78,,,78688000AG0444,,,235,,,,,,,,,,1,,,,,,,,,,2.04168,48.763967
2024-428139,2024-01-31,000001,Vente,190000,54,,RUE DENIS PAPIN,0590,78800,78311,Houilles,78,,,78311000AH1033,,,,,,,,,,,,,0,1,Maison,40,3,S,sols,,,200,2.194195,48.932462
2024-428140,2024-02-02,000001,Vente,732000,31,,RUE DES VIGNES,0620,78480,78642,Verneuil-sur-Seine,78,,,78642000AL0559,,,,,,,,,,,,,0,1,Maison,180,5,S,sols,,,576,1.970275,48.977812
2024-428141,2024-02-12,000001,Vente,2906,,,LA COTE AU DOUX,B018,78250,78403,Mézy-sur-Seine,78,,,78403000AH0242,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,584,1.871817,49.001192
2024-428141,2024-02-12,000001,Vente,2906,,,LA COTE AU DOUX,B018,78250,78403,Mézy-sur-Seine,78,,,78403000AH0243,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,343,1.871512,49.001238
2024-428141,2024-02-12,000001,Vente,2906,,,LA COTE AU DOUX,B018,78250,78403,Mézy-sur-Seine,78,,,78403000AH0323,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,399,1.872247,49.001413
2024-428141,2024-02-12,000001,Vente,2906,,,LA COTE AU DOUX,B018,78250,78403,Mézy-sur-Seine,78,,,78403000AH0324,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,387,1.872204,49.001328
2024-428141,2024-02-12,000001,Vente,2906,,,LA COTE AU DOUX,B018,78250,78403,Mézy-sur-Seine,78,,,78403000AH0325,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,305,1.872325,49.001309
2024-428141,2024-02-12,000001,Vente,2906,,,LA COTE AU DOUX,B018,78250,78403,Mézy-sur-Seine,78,,,78403000AH0326,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,888,1.87257,49.001185
2024-428142,2024-02-23,000001,Vente,694700,49,,AV DE PARIS,2180,78000,78646,Versailles,78,,,78646000BP0135,,,26,,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.140035,48.800154
2024-428142,2024-02-23,000001,Vente,694700,49,,AV DE PARIS,2180,78000,78646,Versailles,78,,,78646000BP0135,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.140035,48.800154
2024-428142,2024-02-23,000001,Vente,694700,49,,AV DE PARIS,2180,78000,78646,Versailles,78,,,78646000BP0135,,,26,,8,,,,,,,,2,2,Appartement,102,4,,,,,,2.140035,48.800154
2024-428143,2024-02-26,000001,Vente,695000,5052,,CHE DES HAUTS DOIGTS,0100,78750,78367,Mareil-Marly,78,,,783670000C0020,,,,,,,,,,,,,0,1,Maison,77,4,J,jardins,POTAG,Jardin potager,849,2.081233,48.881167
2024-428143,2024-02-26,000001,Vente,695000,5052,,CHE DES HAUTS DOIGTS,0100,78750,78367,Mareil-Marly,78,,,783670000C0020,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,66,2.081233,48.881167
2024-428144,2024-02-23,000001,Vente,96000,8,,RUE ST NICOLAS,0620,78640,78442,Neauphle-le-Château,78,,,78442000AC0084,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.899765,48.814648
2024-428144,2024-02-23,000001,Vente,96000,8,,RUE ST NICOLAS,0620,78640,78442,Neauphle-le-Château,78,,,78442000AC0084,,,2,19.8,,,,,,,,,1,2,Appartement,20,1,,,,,,1.899765,48.814648
2024-428145,2024-02-21,000001,Vente,524000,14,,RUE DIDEROT,0530,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0134,,,1363,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.090636,48.892975
2024-428145,2024-02-21,000001,Vente,524000,14,,RUE DIDEROT,0530,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0134,,,1295,78.01,1304,,,,,,,,2,3,Dépendance,,0,,,,,,2.090636,48.892975
2024-428145,2024-02-21,000001,Vente,524000,14,,RUE DIDEROT,0530,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0134,,,1295,78.01,1304,,,,,,,,2,3,Dépendance,,0,,,,,,2.090636,48.892975
2024-428145,2024-02-21,000001,Vente,524000,14,,RUE DIDEROT,0530,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0134,,,1295,78.01,1304,,,,,,,,2,3,Dépendance,,0,,,,,,2.090636,48.892975
2024-428145,2024-02-21,000001,Vente,524000,14,,RUE DIDEROT,0530,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0134,,,1295,78.01,1304,,,,,,,,2,2,Appartement,78,1,,,,,,2.090636,48.892975
2024-428146,2024-02-16,000001,Vente,361865,11,,RUE D OURCHES,1360,78100,78551,Saint-Germain-en-Laye,78,,,78551000AP0141,,,280,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.08122,48.898212
2024-428146,2024-02-16,000001,Vente,361865,11,,RUE D OURCHES,1360,78100,78551,Saint-Germain-en-Laye,78,,,78551000AP0141,,,12,56.97,79,,,,,,,,2,3,Dépendance,,0,,,,,,2.08122,48.898212
2024-428146,2024-02-16,000001,Vente,361865,11,,RUE D OURCHES,1360,78100,78551,Saint-Germain-en-Laye,78,,,78551000AP0141,,,12,56.97,79,,,,,,,,2,2,Appartement,61,3,,,,,,2.08122,48.898212
2024-428147,2024-01-31,000001,Vente,820100,9,,ALL DU CLOS DE LA CROIX,0158,78290,78190,Croissy-sur-Seine,78,,,78190000AK0620,,,240,171.72,,,,,,,,,1,1,Maison,176,6,,,,,,2.139547,48.879639
2024-428147,2024-01-31,000001,Vente,820100,2,,ALL DU CLOS DE LA CROIX,0158,78290,78190,Croissy-sur-Seine,78,,,78190000AK0620,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.139547,48.879639
2024-428147,2024-01-31,000001,Vente,820100,2,,ALL DU CLOS DE LA CROIX,0158,78290,78190,Croissy-sur-Seine,78,,,78190000AK0620,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.139547,48.879639
2024-428148,2024-02-21,000001,Vente,549600,20,,CHE DU ST SACREMENT,0038,78490,78050,Bazoches-sur-Guyonne,78,,,780500000C1468,,,,,,,,,,,,,0,1,Maison,155,5,S,sols,,,1008,1.858245,48.777377
2024-428149,2024-02-20,000001,Vente,234000,8,,CHE AUX BOEUFS,0090,78340,78165,Les Clayes-sous-Bois,78,,,78165000AN0309,,,14,,42,,,,,,,,2,3,Dépendance,,0,,,,,,1.979211,48.818866
2024-428149,2024-02-20,000001,Vente,234000,8,,CHE AUX BOEUFS,0090,78340,78165,Les Clayes-sous-Bois,78,,,78165000AN0309,,,14,,42,,,,,,,,2,2,Appartement,56,3,,,,,,1.979211,48.818866
2024-428150,2024-02-16,000001,Vente,190100,28,,RES DU BOIS DU FOUR,A002,78640,78442,Neauphle-le-Château,78,,,78442000AC0185,,,438,,469,,,,,,,,2,2,Appartement,60,3,,,,,,1.904075,48.815487
2024-428150,2024-02-16,000001,Vente,190100,28,,RES DU BOIS DU FOUR,A002,78640,78442,Neauphle-le-Château,78,,,78442000AC0185,,,438,,469,,,,,,,,2,3,Dépendance,,0,,,,,,1.904075,48.815487
2024-428150,2024-02-16,000001,Vente,190100,28,,RES DU BOIS DU FOUR,A002,78640,78442,Neauphle-le-Château,78,,,78442000AC0185,,,809,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.904075,48.815487
2024-428151,2024-02-02,000001,Vente,684000,6,,RUE DE LA COMMANDERIE,0032,78350,78343,Les Loges-en-Josas,78,,,78343000AA0089,,,,,,,,,,,,,0,1,Maison,154,6,S,sols,,,400,2.136152,48.764541
2024-428152,2024-02-06,000001,Vente,239500,7,,CHE DU GRAND CHENE,0252,78330,78242,Fontenay-le-Fleury,78,,,78242000AE0168,,,31,,92,,,,,,,,2,2,Appartement,57,3,,,,,,2.036747,48.808786
2024-428152,2024-02-06,000001,Vente,239500,6,,CHE DU GRAND CHENE,0252,78330,78242,Fontenay-le-Fleury,78,,,78242000AE0168,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.036747,48.808786
2024-428152,2024-02-06,000001,Vente,239500,7,,CHE DU GRAND CHENE,0252,78330,78242,Fontenay-le-Fleury,78,,,78242000AE0168,,,31,,92,,,,,,,,2,3,Dépendance,,0,,,,,,2.036747,48.808786
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0478,,,,,,,,,,,,,0,,,,,P,prés,,,458,1.652552,48.966897
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0479,,,,,,,,,,,,,0,,,,,P,prés,,,416,1.652803,48.966987
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0480,,,,,,,,,,,,,0,,,,,P,prés,,,416,1.652983,48.967009
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0481,,,,,,,,,,,,,0,,,,,P,prés,,,492,1.653151,48.967012
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0482,,,,,,,,,,,,,0,,,,,P,prés,,,127,1.652595,48.966666
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0483,,,,,,,,,,,,,0,,,,,P,prés,,,107,1.652816,48.966723
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0484,,,,,,,,,,,,,0,,,,,P,prés,,,119,1.653262,48.96684
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0485,,,,,,,,,,,,,0,,,,,P,prés,,,230,1.65331,48.966889
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0486,,,,,,,,,,,,,0,,,,,P,prés,,,493,1.652827,48.966792
2024-428153,2024-02-14,000002,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0487,,,,,,,,,,,,,0,,,,,P,prés,,,290,1.652436,48.966718
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0468,,,,,,,,,,,,,0,,,,,P,prés,,,363,1.652653,48.966519
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0469,,,,,,,,,,,,,0,,,,,P,prés,,,343,1.652934,48.966587
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0470,,,,,,,,,,,,,0,,,,,P,prés,,,420,1.653105,48.966618
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0471,,,,,,,,,,,,,0,,,,,P,prés,,,461,1.65331,48.966699
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0472,,,,,,,,,,,,,0,,,,,P,prés,,,281,1.65329,48.966784
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0473,,,,,,,,,,,,,0,,,,,P,prés,,,721,1.65346,48.966551
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0474,,,,,,,,,,,,,0,,,,,P,prés,,,341,1.653748,48.966464
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0475,,,,,,,,,,,,,0,,,,,P,prés,,,68,1.653593,48.966784
2024-428153,2024-02-14,000003,Vente,250000,3,,RUE DU MOUTIER,0110,78200,78245,Fontenay-Mauvoisin,78,,,782450000A0476,,,,,,,,,,,,,0,,,,,P,prés,,,17,1.653077,48.966759
